COUNTRY,CENTROID_LATITUDE,CENTROID_LONGITUDE,EVENT_TYPE,EVENTS
Libya,30.8294,14.1486,Explosions/Remote violence,2217
Libya,30.8294,14.1486,Riots,242
Libya,30.8294,14.1486,Violence against civilians,934
Libya,34.5616,14.966,Violence against civilians,2
Madagascar,-24.683,45.5246,Riots,8
Madagascar,-24.683,45.5246,Violence against civilians,34
Madagascar,-23.9369,46.1358,Explosions/Remote violence,1
Madagascar,-23.9369,46.1358,Riots,13
Madagascar,-23.9369,46.1358,Violence against civilians,63
Madagascar,-23.2248,47.2838,Riots,25
Madagascar,-23.2248,47.2838,Violence against civilians,57
Madagascar,-23.0937,44.4032,Explosions/Remote violence,8
Madagascar,-23.0937,44.4032,Riots,48
Madagascar,-23.0937,44.4032,Violence against civilians,63
Madagascar,-22.6328,46.0997,Riots,8
Madagascar,-22.6328,46.0997,Violence against civilians,12
Madagascar,-21.4663,46.4671,Explosions/Remote violence,3
Madagascar,-21.4663,46.4671,Riots,29
Madagascar,-21.4663,46.4671,Violence against civilians,33
Madagascar,-21.2893,47.8475,Riots,24
Madagascar,-21.2893,47.8475,Violence against civilians,20
Madagascar,-20.4527,46.7827,Riots,9
Madagascar,-20.4527,46.7827,Violence against civilians,27
Madagascar,-20.0357,45.1312,Explosions/Remote violence,1
Madagascar,-20.0357,45.1312,Riots,21
Madagascar,-20.0357,45.1312,Violence against civilians,74
Madagascar,-19.7112,46.8355,Riots,58
Madagascar,-19.7112,46.8355,Violence against civilians,40
Madagascar,-19.0535,46.9922,Riots,16
Madagascar,-19.0535,46.9922,Violence against civilians,21
Madagascar,-18.9785,48.8622,Explosions/Remote violence,5
Madagascar,-18.9785,48.8622,Riots,99
Madagascar,-18.9785,48.8622,Violence against civilians,12
Madagascar,-18.6,47.5131,Explosions/Remote violence,32
Madagascar,-18.6,47.5131,Riots,463
Madagascar,-18.6,47.5131,Violence against civilians,175
Madagascar,-18.593,46.3109,Explosions/Remote violence,1
Madagascar,-18.593,46.3109,Riots,9
Madagascar,-18.593,46.3109,Violence against civilians,31
Madagascar,-18.0109,48.3515,Riots,25
Madagascar,-18.0109,48.3515,Violence against civilians,42
Madagascar,-17.7561,44.9927,Riots,8
Madagascar,-17.7561,44.9927,Violence against civilians,48
Madagascar,-17.0958,47.2601,Riots,8
Madagascar,-17.0958,47.2601,Violence against civilians,76
Madagascar,-16.3177,49.4912,Riots,27
Madagascar,-16.3177,49.4912,Violence against civilians,8
Madagascar,-16.2335,46.1286,Explosions/Remote violence,1
Madagascar,-16.2335,46.1286,Riots,30
Madagascar,-16.2335,46.1286,Violence against civilians,33
Madagascar,-15.281,48.1458,Riots,44
Madagascar,-15.281,48.1458,Violence against civilians,24
Madagascar,-14.3663,49.7115,Riots,26
Madagascar,-14.3663,49.7115,Violence against civilians,9
Madagascar,-13.1075,49.1388,Explosions/Remote violence,1
Madagascar,-13.1075,49.1388,Riots,29
Madagascar,-13.1075,49.1388,Violence against civilians,13
Malawi,-15.3059,35.3277,Riots,371
Malawi,-15.3059,35.3277,Violence against civilians,65
Malawi,-13.7467,33.7093,Explosions/Remote violence,2
Malawi,-13.7467,33.7093,Riots,319
Malawi,-13.7467,33.7093,Violence against civilians,48
Malawi,-11.8972,33.9287,Explosions/Remote violence,1
Malawi,-11.8972,33.9287,Riots,146
Malawi,-11.8972,33.9287,Violence against civilians,21
Mali,11.531,-6.856,Explosions/Remote violence,63
Mali,11.531,-6.856,Riots,41
Mali,11.531,-6.856,Violence against civilians,80
Mali,12.6054,-7.9903,Explosions/Remote violence,6
Mali,12.6054,-7.9903,Riots,60
Mali,12.6054,-7.9903,Violence against civilians,44
Mali,13.4789,-7.6171,Explosions/Remote violence,100
Mali,13.4789,-7.6171,Riots,21
Mali,13.4789,-7.6171,Violence against civilians,147
Mali,13.7959,-10.2257,Explosions/Remote violence,30
Mali,13.7959,-10.2257,Riots,21
Mali,13.7959,-10.2257,Violence against civilians,75
Mali,14.0513,-6.0029,Explosions/Remote violence,287
Mali,14.0513,-6.0029,Riots,12
Mali,14.0513,-6.0029,Violence against civilians,610
Mali,14.5153,-3.6486,Explosions/Remote violence,645
Mali,14.5153,-3.6486,Riots,27
Mali,14.5153,-3.6486,Violence against civilians,1625
Mali,16.6615,2.9164,Explosions/Remote violence,115
Mali,16.6615,2.9164,Riots,7
Mali,16.6615,2.9164,Violence against civilians,262
Mali,16.9882,-0.1086,Explosions/Remote violence,287
Mali,16.9882,-0.1086,Riots,26
Mali,16.9882,-0.1086,Violence against civilians,774
Mali,19.8051,0.6301,Explosions/Remote violence,477
Mali,19.8051,0.6301,Riots,27
Mali,19.8051,0.6301,Violence against civilians,177
Mali,20.1927,-3.8194,Explosions/Remote violence,298
Mali,20.1927,-3.8194,Riots,39
Mali,20.1927,-3.8194,Violence against civilians,490
Mauritania,15.3841,-12.2106,Riots,1
Mauritania,15.9817,-12.6866,Riots,5
Mauritania,16.5722,-9.7257,Riots,8
Mauritania,16.5722,-9.7257,Violence against civilians,1
Mauritania,16.7,-11.852,Riots,7
Mauritania,17.3305,-13.2546,Explosions/Remote violence,1
Mauritania,17.3305,-13.2546,Riots,7
Mauritania,17.3305,-13.2546,Violence against civilians,3
Mauritania,17.5422,-15.0433,Riots,14
Mauritania,17.5422,-15.0433,Violence against civilians,2
Mauritania,18.1442,-15.9576,Explosions/Remote violence,1
Mauritania,18.1442,-15.9576,Riots,53
Mauritania,18.1442,-15.9576,Violence against civilians,22
Mauritania,19.4287,-6.9689,Explosions/Remote violence,2
Mauritania,19.4287,-6.9689,Riots,5
Mauritania,19.4287,-6.9689,Violence against civilians,12
Mauritania,19.6481,-14.886,Riots,2
Mauritania,20.1682,-15.8853,Explosions/Remote violence,1
Mauritania,20.1682,-15.8853,Riots,13
Mauritania,20.1682,-15.8853,Violence against civilians,1
Mauritania,21.592,-8.8675,Riots,1
Mauritania,24.1562,-9.4848,Explosions/Remote violence,4
Mauritania,24.1562,-9.4848,Riots,12
Mauritania,24.1562,-9.4848,Violence against civilians,6
Mauritius,-20.4582,57.4893,Riots,2
Mauritius,-20.4582,57.4893,Violence against civilians,5
Mauritius,-20.4042,57.6327,Riots,5
Mauritius,-20.4042,57.6327,Violence against civilians,4
Mauritius,-20.3267,57.4158,Riots,3
Mauritius,-20.3037,57.496,Riots,16
Mauritius,-20.3037,57.496,Violence against civilians,11
Mauritius,-20.2534,57.5891,Riots,6
Mauritius,-20.2534,57.5891,Violence against civilians,7
Mauritius,-20.2217,57.7225,Riots,7
Mauritius,-20.2217,57.7225,Violence against civilians,4
Mauritius,-20.1689,57.5158,Riots,24
Mauritius,-20.1689,57.5158,Violence against civilians,8
Mauritius,-20.0974,57.5729,Riots,17
Mauritius,-20.0974,57.5729,Violence against civilians,3
Mauritius,-20.0671,57.6509,Riots,12
Mauritius,-20.0671,57.6509,Violence against civilians,4
Mauritius,-19.719,63.4184,Riots,1
Mauritius,-19.719,63.4184,Violence against civilians,1
Mayotte,-12.9653,45.1212,Riots,1
Mayotte,-12.9244,45.1029,Riots,4
Mayotte,-12.9236,45.1766,Riots,10
Mayotte,-12.9227,45.1595,Riots,7
Mayotte,-12.8633,45.1195,Riots,5
Mayotte,-12.8532,45.1741,Riots,17
Mayotte,-12.8532,45.1741,Violence against civilians,1
Mayotte,-12.8389,45.133,Riots,8
Mayotte,-12.8321,45.1141,Riots,2
Mayotte,-12.7954,45.2832,Riots,6
Mayotte,-12.7904,45.1949,Riots,68
Mayotte,-12.7904,45.1949,Violence against civilians,2
Mayotte,-12.7859,45.1344,Riots,12
Mayotte,-12.78,45.2828,Riots,2
Mayotte,-12.7505,45.0828,Riots,2
Mayotte,-12.746,45.1824,Explosions/Remote violence,1
Mayotte,-12.746,45.1824,Riots,26
Mayotte,-12.7237,45.0648,Riots,2
Mayotte,-12.7194,45.1157,Riots,13
Mayotte,-12.7194,45.1157,Violence against civilians,1
Mayotte,-12.6769,45.0579,Riots,1
Morocco,22.7354,-14.742,Explosions/Remote violence,46
Morocco,22.7354,-14.742,Riots,7
Morocco,22.7354,-14.742,Violence against civilians,9
Morocco,26.291,-11.4859,Explosions/Remote violence,35
Morocco,26.291,-11.4859,Riots,24
Morocco,26.291,-11.4859,Violence against civilians,46
Morocco,28.3859,-10.0844,Explosions/Remote violence,18
Morocco,28.3859,-10.0844,Riots,17
Morocco,28.3859,-10.0844,Violence against civilians,6
Morocco,29.7358,-8.1577,Riots,54
Morocco,29.7358,-8.1577,Violence against civilians,11
Morocco,31.2922,-5.5751,Riots,14
Morocco,31.2922,-5.5751,Violence against civilians,2
Morocco,31.8063,-8.3064,Explosions/Remote violence,1
Morocco,31.8063,-8.3064,Riots,38
Morocco,31.8063,-8.3064,Violence against civilians,8
Morocco,32.4093,-6.2804,Explosions/Remote violence,1
Morocco,32.4093,-6.2804,Riots,14
Morocco,32.4093,-6.2804,Violence against civilians,3
Morocco,33.0652,-7.7994,Explosions/Remote violence,3
Morocco,33.0652,-7.7994,Riots,43
Morocco,33.0652,-7.7994,Violence against civilians,15
Morocco,33.5812,-2.3906,Riots,71
Morocco,33.5812,-2.3906,Violence against civilians,19
Morocco,33.7473,-4.8476,Explosions/Remote violence,1
Morocco,33.7473,-4.8476,Riots,30
Morocco,33.7473,-4.8476,Violence against civilians,11
Morocco,34.0853,-6.3287,Riots,59
Morocco,34.0853,-6.3287,Violence against civilians,16
Morocco,35.2182,-5.4348,Riots,101
Morocco,35.2182,-5.4348,Violence against civilians,15
Mozambique,-26.0314,32.5497,Explosions/Remote violence,1
Mozambique,-26.0314,32.5497,Riots,113
Mozambique,-26.0314,32.5497,Violence against civilians,71
Mozambique,-25.5333,32.4443,Explosions/Remote violence,2
Mozambique,-25.5333,32.4443,Riots,85
Mozambique,-25.5333,32.4443,Violence against civilians,42
Mozambique,-23.3458,32.7101,Riots,51
Mozambique,-23.3458,32.7101,Violence against civilians,17
Mozambique,-22.9093,34.5957,Riots,48
Mozambique,-22.9093,34.5957,Violence against civilians,14
Mozambique,-19.0576,34.8857,Explosions/Remote violence,7
Mozambique,-19.0576,34.8857,Riots,58
Mozambique,-19.0576,34.8857,Violence against civilians,143
Mozambique,-18.9864,33.3726,Riots,41
Mozambique,-18.9864,33.3726,Violence against civilians,52
Mozambique,-16.9523,37.1589,Explosions/Remote violence,1
Mozambique,-16.9523,37.1589,Riots,89
Mozambique,-16.9523,37.1589,Violence against civilians,38
Mozambique,-15.8505,32.3357,Riots,48
Mozambique,-15.8505,32.3357,Violence against civilians,42
Mozambique,-15.1747,39.0367,Explosions/Remote violence,1
Mozambique,-15.1747,39.0367,Riots,131
Mozambique,-15.1747,39.0367,Violence against civilians,85
Mozambique,-13.3677,36.3156,Riots,21
Mozambique,-13.3677,36.3156,Violence against civilians,25
Mozambique,-12.3197,39.3571,Explosions/Remote violence,100
Mozambique,-12.3197,39.3571,Riots,83
Mozambique,-12.3197,39.3571,Violence against civilians,1360
Namibia,-26.9853,17.6178,Riots,6
Namibia,-26.9853,17.6178,Violence against civilians,6
Namibia,-24.5228,17.3024,Riots,3
Namibia,-22.9083,17.092,Riots,37
Namibia,-22.9083,17.092,Violence against civilians,30
Namibia,-22.149,15.3535,Riots,10
Namibia,-22.149,15.3535,Violence against civilians,1
Namibia,-21.7274,19.562,Explosions/Remote violence,1
Namibia,-21.7274,19.562,Riots,5
Namibia,-21.7274,19.562,Violence against civilians,2
Namibia,-20.5644,17.1751,Explosions/Remote violence,1
Namibia,-20.5644,17.1751,Riots,5
Namibia,-19.0795,13.4612,Riots,1
Namibia,-19.0795,13.4612,Violence against civilians,1
Namibia,-18.6152,17.0074,Riots,2
Namibia,-18.6152,17.0074,Violence against civilians,2
Namibia,-18.5002,15.7449,Riots,16
Namibia,-18.5002,15.7449,Violence against civilians,2
Namibia,-18.4758,20.3084,Explosions/Remote violence,7
Namibia,-18.4758,20.3084,Riots,3
Namibia,-18.4758,20.3084,Violence against civilians,35
Namibia,-18.3618,18.776,Explosions/Remote violence,6
Namibia,-18.3618,18.776,Violence against civilians,16
Namibia,-18.3401,14.9146,Riots,4
Namibia,-18.3401,14.9146,Violence against civilians,2
Namibia,-17.9862,23.4179,Explosions/Remote violence,2
Namibia,-17.9862,23.4179,Riots,7
Namibia,-17.9862,23.4179,Violence against civilians,13
Namibia,-17.6661,16.8265,Riots,3
Namibia,-17.6661,16.8265,Violence against civilians,2
Niger,13.1616,3.3055,Explosions/Remote violence,4
Niger,13.1616,3.3055,Riots,12
Niger,13.1616,3.3055,Violence against civilians,51
Niger,13.5258,2.119,Explosions/Remote violence,4
Niger,13.5258,2.119,Riots,63
Niger,13.5258,2.119,Violence against civilians,25
Niger,13.7992,1.8771,Explosions/Remote violence,208
Niger,13.7992,1.8771,Riots,18
Niger,13.7992,1.8771,Violence against civilians,763
Niger,14.2324,7.4747,Explosions/Remote violence,1
Niger,14.2324,7.4747,Riots,21
Niger,14.2324,7.4747,Violence against civilians,234
Niger,15.2189,9.715,Explosions/Remote violence,1
Niger,15.2189,9.715,Riots,16
Niger,15.2189,9.715,Violence against civilians,5
Niger,15.5325,13.1267,Explosions/Remote violence,130
Niger,15.5325,13.1267,Riots,25
Niger,15.5325,13.1267,Violence against civilians,561
Niger,16.1605,5.3396,Explosions/Remote violence,7
Niger,16.1605,5.3396,Riots,6
Niger,16.1605,5.3396,Violence against civilians,121
Niger,19.4203,10.6873,Explosions/Remote violence,10
Niger,19.4203,10.6873,Riots,17
Niger,19.4203,10.6873,Violence against civilians,92
Nigeria,4.8248,5.9594,Explosions/Remote violence,22
Nigeria,4.8248,5.9594,Riots,94
Nigeria,4.8248,5.9594,Violence against civilians,291
Nigeria,4.9976,7.8023,Explosions/Remote violence,4
Nigeria,4.9976,7.8023,Riots,87
Nigeria,4.9976,7.8023,Violence against civilians,156
Nigeria,5.0357,6.8396,Explosions/Remote violence,76
Nigeria,5.0357,6.8396,Riots,143
Nigeria,5.0357,6.8396,Violence against civilians,564
Nigeria,5.433,7.4937,Explosions/Remote violence,11
Nigeria,5.433,7.4937,Riots,64
Nigeria,5.433,7.4937,Violence against civilians,158
Nigeria,5.5546,7.0297,Explosions/Remote violence,16
Nigeria,5.5546,7.0297,Riots,91
Nigeria,5.5546,7.0297,Violence against civilians,335
Nigeria,5.7596,6.3272,Explosions/Remote violence,43
Nigeria,5.7596,6.3272,Riots,227
Nigeria,5.7596,6.3272,Violence against civilians,570
Nigeria,5.7912,8.414,Explosions/Remote violence,6
Nigeria,5.7912,8.414,Riots,75
Nigeria,5.7912,8.414,Violence against civilians,164
Nigeria,6.2338,6.9419,Explosions/Remote violence,7
Nigeria,6.2338,6.9419,Riots,129
Nigeria,6.2338,6.9419,Violence against civilians,388
Nigeria,6.2439,8.0681,Explosions/Remote violence,1
Nigeria,6.2439,8.0681,Riots,49
Nigeria,6.2439,8.0681,Violence against civilians,192
Nigeria,6.4906,3.7853,Explosions/Remote violence,18
Nigeria,6.4906,3.7853,Riots,416
Nigeria,6.4906,3.7853,Violence against civilians,410
Nigeria,6.5107,7.3933,Explosions/Remote violence,6
Nigeria,6.5107,7.3933,Riots,69
Nigeria,6.5107,7.3933,Violence against civilians,333
Nigeria,6.6545,5.8779,Explosions/Remote violence,4
Nigeria,6.6545,5.8779,Riots,114
Nigeria,6.6545,5.8779,Violence against civilians,356
Nigeria,6.8213,4.8633,Explosions/Remote violence,1
Nigeria,6.8213,4.8633,Riots,126
Nigeria,6.8213,4.8633,Violence against civilians,293
Nigeria,7.1168,3.2672,Explosions/Remote violence,2
Nigeria,7.1168,3.2672,Riots,138
Nigeria,7.1168,3.2672,Violence against civilians,272
Nigeria,7.2973,8.8156,Explosions/Remote violence,3
Nigeria,7.2973,8.8156,Riots,130
Nigeria,7.2973,8.8156,Violence against civilians,922
Nigeria,7.5429,4.5348,Explosions/Remote violence,2
Nigeria,7.5429,4.5348,Riots,143
Nigeria,7.5429,4.5348,Violence against civilians,178
Nigeria,7.6215,6.854,Explosions/Remote violence,8
Nigeria,7.6215,6.854,Riots,55
Nigeria,7.6215,6.854,Violence against civilians,370
Nigeria,7.6965,5.3008,Explosions/Remote violence,3
Nigeria,7.6965,5.3008,Riots,72
Nigeria,7.6965,5.3008,Violence against civilians,130
Nigeria,8.0538,10.3837,Explosions/Remote violence,9
Nigeria,8.0538,10.3837,Riots,60
Nigeria,8.0538,10.3837,Violence against civilians,471
Nigeria,8.1327,3.6145,Explosions/Remote violence,2
Nigeria,8.1327,3.6145,Riots,147
Nigeria,8.1327,3.6145,Violence against civilians,219
Nigeria,8.553,8.193,Explosions/Remote violence,3
Nigeria,8.553,8.193,Riots,46
Nigeria,8.553,8.193,Violence against civilians,314
Nigeria,8.985,7.1883,Explosions/Remote violence,24
Nigeria,8.985,7.1883,Riots,260
Nigeria,8.985,7.1883,Violence against civilians,403
Nigeria,9.0859,4.5714,Explosions/Remote violence,2
Nigeria,9.0859,4.5714,Riots,62
Nigeria,9.0859,4.5714,Violence against civilians,251
Nigeria,9.1698,12.295,Explosions/Remote violence,43
Nigeria,9.1698,12.295,Riots,52
Nigeria,9.1698,12.295,Violence against civilians,334
Nigeria,9.3647,9.6275,Explosions/Remote violence,29
Nigeria,9.3647,9.6275,Riots,131
Nigeria,9.3647,9.6275,Violence against civilians,917
Nigeria,9.7951,5.7376,Explosions/Remote violence,58
Nigeria,9.7951,5.7376,Riots,92
Nigeria,9.7951,5.7376,Violence against civilians,637
Nigeria,10.2621,7.8731,Explosions/Remote violence,146
Nigeria,10.2621,7.8731,Riots,148
Nigeria,10.2621,7.8731,Violence against civilians,1363
Nigeria,10.4134,11.2091,Explosions/Remote violence,16
Nigeria,10.4134,11.2091,Riots,30
Nigeria,10.4134,11.2091,Violence against civilians,48
Nigeria,10.9897,9.3321,Explosions/Remote violence,26
Nigeria,10.9897,9.3321,Riots,79
Nigeria,10.9897,9.3321,Violence against civilians,143
Nigeria,11.5731,8.5258,Explosions/Remote violence,38
Nigeria,11.5731,8.5258,Riots,106
Nigeria,11.5731,8.5258,Violence against civilians,136
Nigeria,11.679,4.0018,Explosions/Remote violence,2
Nigeria,11.679,4.0018,Riots,16
Nigeria,11.679,4.0018,Violence against civilians,112
Nigeria,11.8757,13.4349,Explosions/Remote violence,1141
Nigeria,11.8757,13.4349,Riots,79
Nigeria,11.8757,13.4349,Violence against civilians,1305
Nigeria,11.9786,9.6104,Explosions/Remote violence,4
Nigeria,11.9786,9.6104,Riots,38
Nigeria,11.9786,9.6104,Violence against civilians,55
Nigeria,11.9826,11.5482,Explosions/Remote violence,115
Nigeria,11.9826,11.5482,Riots,17
Nigeria,11.9826,11.5482,Violence against civilians,183
Nigeria,12.0829,6.0025,Explosions/Remote violence,121
Nigeria,12.0829,6.0025,Riots,46
Nigeria,12.0829,6.0025,Violence against civilians,1120
Nigeria,12.2425,7.5064,Explosions/Remote violence,83
Nigeria,12.2425,7.5064,Riots,62
Nigeria,12.2425,7.5064,Violence against civilians,1070
Nigeria,12.7079,5.2106,Explosions/Remote violence,12
Nigeria,12.7079,5.2106,Riots,34
Nigeria,12.7079,5.2106,Violence against civilians,549
Republic of Congo,-4.7886,11.8841,Explosions/Remote violence,1
Republic of Congo,-4.7886,11.8841,Riots,7
Republic of Congo,-4.7886,11.8841,Violence against civilians,10
Republic of Congo,-4.2572,12.0012,Violence against civilians,5
Republic of Congo,-4.132,13.5228,Riots,4
Republic of Congo,-4.132,13.5228,Violence against civilians,11
Republic of Congo,-3.9654,15.4744,Explosions/Remote violence,16
Republic of Congo,-3.9654,15.4744,Riots,35
Republic of Congo,-3.9654,15.4744,Violence against civilians,57
Republic of Congo,-3.8348,14.7061,Explosions/Remote violence,3
Republic of Congo,-3.8348,14.7061,Riots,1
Republic of Congo,-3.8348,14.7061,Violence against civilians,16
Republic of Congo,-3.3619,12.3062,Riots,7
Republic of Congo,-3.3619,12.3062,Violence against civilians,6
Republic of Congo,-3.0671,13.6337,Riots,2
Republic of Congo,-3.0671,13.6337,Violence against civilians,2
Republic of Congo,-1.7906,15.6526,Riots,4
Republic of Congo,-1.7906,15.6526,Violence against civilians,3
Republic of Congo,-0.7874,16.311,Explosions/Remote violence,1
Republic of Congo,-0.7874,16.311,Riots,1
Republic of Congo,1.3785,15.6169,Riots,1
Republic of Congo,1.3785,15.6169,Violence against civilians,1
Republic of Congo,1.4862,17.3755,Riots,1
Republic of Congo,1.4862,17.3755,Violence against civilians,1
Reunion,-21.316,55.4782,Riots,21
Reunion,-21.316,55.4782,Violence against civilians,2
Reunion,-21.0928,55.6443,Riots,15
Reunion,-21.0928,55.6443,Violence against civilians,2
Reunion,-21.0459,55.3128,Riots,19
Reunion,-20.9297,55.4459,Riots,16
Rwanda,-2.2858,29.6817,Explosions/Remote violence,9
Rwanda,-2.2858,29.6817,Riots,1
Rwanda,-2.2858,29.6817,Violence against civilians,92
Rwanda,-2.1271,29.3906,Explosions/Remote violence,22
Rwanda,-2.1271,29.3906,Riots,6
Rwanda,-2.1271,29.3906,Violence against civilians,134
Rwanda,-1.9296,30.1334,Explosions/Remote violence,22
Rwanda,-1.9296,30.1334,Riots,8
Rwanda,-1.9296,30.1334,Violence against civilians,126
Rwanda,-1.7424,30.5391,Explosions/Remote violence,3
Rwanda,-1.7424,30.5391,Riots,2
Rwanda,-1.7424,30.5391,Violence against civilians,35
Rwanda,-1.6104,29.9103,Explosions/Remote violence,12
Rwanda,-1.6104,29.9103,Riots,1
Rwanda,-1.6104,29.9103,Violence against civilians,77
Sao Tome and Principe,0.2554,6.5099,Riots,1
Sao Tome and Principe,0.2987,6.6518,Riots,1
Sao Tome and Principe,0.3455,6.7173,Riots,4
Sao Tome and Principe,0.3455,6.7173,Violence against civilians,3
Sao Tome and Principe,1.6258,7.395,Riots,1
Senegal,12.7527,-16.4003,Explosions/Remote violence,34
Senegal,12.7527,-16.4003,Riots,59
Senegal,12.7527,-16.4003,Violence against civilians,102
Senegal,12.8848,-12.2851,Riots,12
Senegal,12.8848,-12.2851,Violence against civilians,4
Senegal,12.9116,-15.5539,Explosions/Remote violence,8
Senegal,12.9116,-15.5539,Riots,33
Senegal,12.9116,-15.5539,Violence against civilians,43
Senegal,13.0088,-14.3466,Explosions/Remote violence,3
Senegal,13.0088,-14.3466,Riots,20
Senegal,13.0088,-14.3466,Violence against civilians,15
Senegal,13.8645,-13.3239,Riots,13
Senegal,13.8645,-13.3239,Violence against civilians,6
Senegal,14.0459,-16.0179,Riots,22
Senegal,14.0459,-16.0179,Violence against civilians,1
Senegal,14.1745,-16.561,Riots,8
Senegal,14.1745,-16.561,Violence against civilians,1
Senegal,14.206,-15.2142,Riots,7
Senegal,14.7012,-16.8702,Riots,66
Senegal,14.7012,-16.8702,Violence against civilians,6
Senegal,14.7368,-17.2402,Riots,263
Senegal,14.7368,-17.2402,Violence against civilians,21
Senegal,14.7624,-16.0257,Riots,35
Senegal,14.7624,-16.0257,Violence against civilians,3
Senegal,15.2781,-13.6789,Riots,10
Senegal,15.2781,-13.6789,Violence against civilians,1
Senegal,15.403,-15.7464,Riots,19
Senegal,15.403,-15.7464,Violence against civilians,1
Senegal,16.0916,-14.7333,Riots,41
Senegal,16.0916,-14.7333,Violence against civilians,5
Seychelles,-4.708,55.5124,Riots,1
Sierra Leone,7.7099,-12.0004,Riots,41
Sierra Leone,7.7099,-12.0004,Violence against civilians,193
Sierra Leone,8.2051,-10.8437,Explosions/Remote violence,1
Sierra Leone,8.2051,-10.8437,Riots,57
Sierra Leone,8.2051,-10.8437,Violence against civilians,415
Sierra Leone,8.3346,-13.0656,Explosions/Remote violence,1
Sierra Leone,8.3346,-13.0656,Riots,136
Sierra Leone,8.3346,-13.0656,Violence against civilians,146
Sierra Leone,9.1,-12.6777,Explosions/Remote violence,15
Sierra Leone,9.1,-12.6777,Riots,31
Sierra Leone,9.1,-12.6777,Violence against civilians,230
Sierra Leone,9.1184,-11.4856,Explosions/Remote violence,3
Sierra Leone,9.1184,-11.4856,Riots,38
Sierra Leone,9.1184,-11.4856,Violence against civilians,216
Somalia,0.6616,41.8183,Explosions/Remote violence,956
Somalia,0.6616,41.8183,Riots,8
Somalia,0.6616,41.8183,Violence against civilians,515
Somalia,1.1524,42.8367,Explosions/Remote violence,236
Somalia,1.1524,42.8367,Riots,2
Somalia,1.1524,42.8367,Violence against civilians,140
Somalia,1.9714,44.6595,Explosions/Remote violence,1943
Somalia,1.9714,44.6595,Riots,22
Somalia,1.9714,44.6595,Violence against civilians,938
Somalia,2.0882,45.393,Explosions/Remote violence,3290
Somalia,2.0882,45.393,Riots,88
Somalia,2.0882,45.393,Violence against civilians,2732
Somalia,2.6694,43.5878,Explosions/Remote violence,864
Somalia,2.6694,43.5878,Riots,17
Somalia,2.6694,43.5878,Violence against civilians,619
Somalia,2.7676,41.7697,Explosions/Remote violence,539
Somalia,2.7676,41.7697,Riots,10
Somalia,2.7676,41.7697,Violence against civilians,326
Somalia,3.0161,45.8746,Explosions/Remote violence,711
Somalia,3.0161,45.8746,Riots,4
Somalia,3.0161,45.8746,Violence against civilians,422
Somalia,4.1831,43.8395,Explosions/Remote violence,162
Somalia,4.1831,43.8395,Riots,2
Somalia,4.1831,43.8395,Violence against civilians,214
Somalia,4.3217,45.4918,Explosions/Remote violence,592
Somalia,4.3217,45.4918,Riots,28
Somalia,4.3217,45.4918,Violence against civilians,667
Somalia,4.769,59.6413,Violence against civilians,2
Somalia,4.985,46.8971,Explosions/Remote violence,206
Somalia,4.985,46.8971,Riots,10
Somalia,4.985,46.8971,Violence against civilians,492
Somalia,6.0259,48.2234,Explosions/Remote violence,207
Somalia,6.0259,48.2234,Riots,27
Somalia,6.0259,48.2234,Violence against civilians,682
Somalia,6.8325,57.3182,Violence against civilians,7
Somalia,8.2712,49.1136,Explosions/Remote violence,17
Somalia,8.2712,49.1136,Riots,26
Somalia,8.2712,49.1136,Violence against civilians,175
Somalia,9.0698,47.6105,Explosions/Remote violence,70
Somalia,9.0698,47.6105,Riots,53
Somalia,9.0698,47.6105,Violence against civilians,182
Somalia,9.155,45.4427,Explosions/Remote violence,28
Somalia,9.155,45.4427,Riots,70
Somalia,9.155,45.4427,Violence against civilians,148
Somalia,9.83,44.1088,Explosions/Remote violence,19
Somalia,9.83,44.1088,Riots,137
Somalia,9.83,44.1088,Violence against civilians,159
Somalia,10.1593,49.9725,Explosions/Remote violence,488
Somalia,10.1593,49.9725,Riots,34
Somalia,10.1593,49.9725,Violence against civilians,442
Somalia,10.4598,47.5293,Explosions/Remote violence,8
Somalia,10.4598,47.5293,Riots,66
Somalia,10.4598,47.5293,Violence against civilians,138
Somalia,10.5738,43.4004,Explosions/Remote violence,5
Somalia,10.5738,43.4004,Riots,53
Somalia,10.5738,43.4004,Violence against civilians,30
South Africa,-32.6351,22.2223,Explosions/Remote violence,28
South Africa,-32.6351,22.2223,Riots,1541
South Africa,-32.6351,22.2223,Violence against civilians,273
South Africa,-32.1082,26.5903,Explosions/Remote violence,2
South Africa,-32.1082,26.5903,Riots,1293
South Africa,-32.1082,26.5903,Violence against civilians,170
South Africa,-28.942,30.4687,Explosions/Remote violence,7
South Africa,-28.942,30.4687,Riots,1565
South Africa,-28.942,30.4687,Violence against civilians,516
South Africa,-28.8555,22.0211,Riots,196
South Africa,-28.8555,22.0211,Violence against civilians,20
South Africa,-28.6815,26.6275,Riots,223
South Africa,-28.6815,26.6275,Violence against civilians,28
South Africa,-26.3711,25.2372,Explosions/Remote violence,2
South Africa,-26.3711,25.2372,Riots,448
South Africa,-26.3711,25.2372,Violence against civilians,92
South Africa,-26.0194,28.0115,Explosions/Remote violence,7
South Africa,-26.0194,28.0115,Riots,2149
South Africa,-26.0194,28.0115,Violence against civilians,334
